boardid,year
5104.0,2011
7483.0,2011
5104.0,2011
5104.0,2011
19006.0,2011
18384.0,2011
81913.0,2011
8660.0,2011
21071.0,2011
22509.0,2011
818089.0,2011
71.0,2011
71.0,2011
27981.0,2011
16627.0,2011
22209.0,2011
643128.0,2011
480535.0,2011
15029.0,2011
20426.0,2011
1809.0,2011
1809.0,2011
29376.0,2011
77289.0,2011
11652.0,2011
11426.0,2011
3477.0,2011
29817.0,2011
29817.0,2011
30529.0,2011
9961.0,2011
373917.0,2011
19048.0,2011
373917.0,2011
2837.0,2011
14714.0,2011
31088.0,2011
24706.0,2011
9201.0,2011
14714.0,2011
483173.0,2011
23505.0,2011
21423.0,2011
21423.0,2011
1416.0,2011
33491.0,2011
20757.0,2011
6863.0,2011
2079.0,2011
19589.0,2011
29193.0,2011
29093.0,2011
19589.0,2011
2411.0,2011
884336.0,2011
8383.0,2011
17915.0,2011
8383.0,2011
1649258.0,2011
19810.0,2011
6779.0,2011
2490.0,2011
1667126.0,2011
1667126.0,2011
1667126.0,2011
1667126.0,2011
8446.0,2011
22915.0,2011
1611560.0,2011
14441.0,2011
14433.0,2011
14433.0,2011
259416.0,2011
1938.0,2011
8699.0,2011
8699.0,2011
33289.0,2011
27538.0,2011
22406.0,2011
1856.0,2011
20964.0,2011
1856.0,2011
7387.0,2011
20964.0,2011
7727.0,2011
5561.0,2011
26741.0,2011
7727.0,2011
14955.0,2011
21756.0,2011
13104.0,2011
2043.0,2011
13104.0,2011
32537.0,2011
32450.0,2011
81913.0,2011
19327.0,2011
606143.0,2011
11060.0,2011
66710.0,2011
32537.0,2011
31921.0,2011
11060.0,2011
11060.0,2011
28982.0,2011
23786.0,2011
19713.0,2011
19713.0,2011
21105.0,2011
616.0,2011
616.0,2011
31865.0,2011
17580.0,2011
25544.0,2011
7887.0,2011
1668844.0,2011
23746.0,2011
13769.0,2011
6647.0,2011
31815.0,2011
1002.0,2011
18164.0,2011
31244.0,2011
464072.0,2011
4560.0,2011
604224.0,2011
1656513.0,2011
6059.0,2011
21489.0,2011
14571.0,2011
82239.0,2011
7358.0,2011
17965.0,2011
6375.0,2011
16949.0,2011
6559.0,2011
12164.0,2011
5465.0,2011
20276.0,2011
5536.0,2011
481.0,2011
20276.0,2011
12164.0,2011
14982.0,2011
14982.0,2011
33722.0,2011
1195777.0,2011
465379.0,2011
1710.0,2011
1710.0,2011
1710.0,2011
1710.0,2011
1710.0,2011
1710.0,2011
14261.0,2011
14261.0,2011
14261.0,2011
14261.0,2011
14261.0,2011
4002.0,2011
15223.0,2011
6334.0,2011
6334.0,2011
667645.0,2011
6334.0,2011
268946.0,2011
6052.0,2011
15173.0,2011
6052.0,2011
561710.0,2011
24071.0,2011
7045.0,2011
1960.0,2011
33103.0,2011
16569.0,2011
17012.0,2011
20186.0,2011
14722.0,2011
17478.0,2011
550072.0,2011
14714.0,2011
23520.0,2011
31815.0,2011
25199.0,2011
13564.0,2011
1342462.0,2011
33516.0,2011
6097.0,2011
10024.0,2011
1802.0,2011
8282.0,2011
12030.0,2011
324.0,2011
16896.0,2011
24356.0,2011
27588.0,2011
814633.0,2011
17012.0,2011
813486.0,2011
33760.0,2011
2273.0,2011
1013530.0,2011
14955.0,2011
14955.0,2011
660699.0,2011
14955.0,2011
32067.0,2011
32450.0,2011
489063.0,2011
33264.0,2011
467542.0,2011
489063.0,2011
14955.0,2011
14955.0,2011
14955.0,2011
14955.0,2011
32450.0,2011
32450.0,2011
489063.0,2011
23082.0,2011
489063.0,2011
489063.0,2011
489063.0,2011
1613793.0,2011
1613793.0,2011
25310.0,2011
550072.0,2011
25407.0,2011
25195.0,2011
917238.0,2011
32080.0,2011
32080.0,2011
24890.0,2011
245286.0,2011
29816.0,2011
734294.0,2011
10928.0,2011
18379.0,2011
30616.0,2011
31863.0,2011
33655.0,2011
23438.0,2011
23438.0,2011
13267.0,2011
2817.0,2011
22679.0,2011
8946.0,2011
21105.0,2011
28581.0,2011
1173.0,2011
23113.0,2011
19823.0,2011
19823.0,2011
2573.0,2011
1044.0,2011
7753.0,2011
18705.0,2011
12886.0,2011
22412.0,2011
82239.0,2011
19429.0,2011
22260.0,2011
22981.0,2011
16239.0,2011
6837.0,2011
21174.0,2011
1476.0,2011
6097.0,2011
5229.0,2011
5229.0,2011
26625.0,2011
33097.0,2011
90107.0,2011
6905.0,2011
33104.0,2011
6905.0,2011
466212.0,2011
1668844.0,2011
23786.0,2011
33148.0,2011
3244.0,2011
3244.0,2011
13610.0,2011
26634.0,2011
1636678.0,2011
29193.0,2011
3415.0,2011
28702.0,2011
24338.0,2011
25951.0,2011
21371.0,2011
1655175.0,2011
1259.0,2011
31563.0,2011
33686.0,2011
12984.0,2011
3286.0,2011
21371.0,2011
27595.0,2011
27595.0,2011
864.0,2011
31495.0,2011
21838.0,2011
31677.0,2011
6097.0,2011
19065.0,2011
5599.0,2011
15484.0,2011
18060.0,2011
607817.0,2011
487837.0,2011
17084.0,2011
1041928.0,2011
18379.0,2011
33114.0,2011
12370.0,2011
32137.0,2011
11468.0,2011
12818.0,2011
33437.0,2011
647708.0,2011
23423.0,2011
23423.0,2011
22521.0,2011
8220.0,2011
736.0,2011
28696.0,2011
23912.0,2011
15173.0,2011
643128.0,2011
2331.0,2011
16427.0,2011
33722.0,2011
2573.0,2011
15984.0,2011
551213.0,2011
2029.0,2011
27981.0,2011
2355.0,2011
550049.0,2011
32588.0,2011
881.0,2011
24506.0,2011
8660.0,2011
8660.0,2011
23635.0,2011
18343.0,2011
28335.0,2011
17913.0,2011
7443.0,2011
34146.0,2011
5811.0,2011
1603228.0,2011
18515.0,2011
18515.0,2011
33850.0,2011
27511.0,2011
21279.0,2011
27511.0,2011
27511.0,2011
21279.0,2011
27511.0,2011
27511.0,2011
27511.0,2011
10364.0,2011
25195.0,2011
12262.0,2011
1703.0,2011
5462.0,2011
9618.0,2011
28982.0,2011
31287.0,2011
8867.0,2011
8867.0,2011
6097.0,2011
14713.0,2011
3101.0,2011
23926.0,2011
24848.0,2011
1060044.0,2011
8663.0,2011
483759.0,2011
3169.0,2011
24591.0,2011
4621.0,2011
24151.0,2011
4621.0,2011
4621.0,2011
4621.0,2011
33491.0,2011
33491.0,2011
1613793.0,2011
95856.0,2011
33491.0,2011
6261.0,2011
9097.0,2011
7262.0,2011
11964.0,2011
2307.0,2011
16896.0,2011
33666.0,2011
7387.0,2011
24515.0,2011
17241.0,2011
15070.0,2011
15070.0,2011
15070.0,2011
11664.0,2011
4584.0,2011
11664.0,2011
31620.0,2011
5076.0,2011
462108.0,2011
9989.0,2011
979.0,2011
1649501.0,2011
7727.0,2011
550072.0,2011
3903.0,2011
6237.0,2011
26497.0,2011
25811.0,2011
4730.0,2011
11499.0,2011
550358.0,2011
12812.0,2011
5207.0,2011
398.0,2011
24748.0,2011
24748.0,2011
30442.0,2011
33176.0,2011
18379.0,2011
1668844.0,2011
1668844.0,2011
33535.0,2011
2068.0,2011
1976.0,2011
17374.0,2011
480997.0,2011
233.0,2011
4865.0,2011
4912.0,2011
6877.0,2011
550049.0,2011
32574.0,2011
9636.0,2011
28982.0,2011
11485.0,2011
30.0,2011
22069.0,2011
1809.0,2011
2376.0,2011
24343.0,2011
22069.0,2011
12812.0,2011
1532.0,2011
3718.0,2011
603630.0,2011
4560.0,2011
4311.0,2011
9730.0,2011
9730.0,2011
30.0,2011
21071.0,2011
33779.0,2011
13564.0,2011
1757.0,2011
1757.0,2011
33148.0,2011
17153.0,2011
17153.0,2011
17153.0,2011
5480.0,2011
14484.0,2011
14967.0,2011
29376.0,2011
952094.0,2011
13891.0,2011
33264.0,2011
6779.0,2011
6893.0,2011
1287.0,2011
12159.0,2011
9109.0,2011
463860.0,2011
3118.0,2011
17528.0,2011
3101.0,2011
4002.0,2011
31326.0,2011
23317.0,2011
20328.0,2011
20328.0,2011
32254.0,2011
19193.0,2011
32254.0,2011
3210.0,2011
125827.0,2011
33143.0,2011
33143.0,2011
25529.0,2011
1673114.0,2011
2355.0,2011
1063138.0,2011
5210.0,2011
5620.0,2011
12153.0,2011
14722.0,2011
917238.0,2011
24890.0,2011
31563.0,2011
28653.0,2011
30.0,2011
17862.0,2011
25954.0,2011
17862.0,2011
8946.0,2011
9793.0,2011
324.0,2011
464072.0,2011
1349.0,2011
9940.0,2011
23506.0,2011
32416.0,2011
1736.0,2011
32507.0,2011
19820.0,2011
22812.0,2011
27411.0,2011
1612965.0,2011
1726944.0,2011
24355.0,2011
10036.0,2011
10036.0,2011
10036.0,2011
14355.0,2011
6877.0,2011
21875.0,2011
25195.0,2011
29312.0,2011
7915.0,2011
18229.0,2011
1060044.0,2011
25578.0,2011
1057035.0,2011
14714.0,2011
8886.0,2011
20186.0,2011
483759.0,2011
19953.0,2011
22806.0,2011
10130.0,2011
7269.0,2011
31815.0,2011
7952.0,2011
428.0,2011
979.0,2011
1416.0,2011
428.0,2011
28304.0,2011
24296.0,2011
24296.0,2011
18888.0,2011
32263.0,2011
3101.0,2011
42640.0,2011
29093.0,2011
17153.0,2011
7852.0,2011
7204.0,2011
28937.0,2011
489063.0,2011
1744572.0,2011
1744572.0,2011
1744572.0,2011
1744572.0,2011
1744572.0,2011
1744572.0,2011
1744572.0,2011
1744572.0,2011
1744572.0,2011
27538.0,2011
1744572.0,2011
20330.0,2011
112.0,2011
80987.0,2011
11964.0,2012
1100196.0,2012
23165.0,2012
14793.0,2012
5191.0,2012
15171.0,2012
33699.0,2012
5191.0,2012
19820.0,2012
12170.0,2012
16506.0,2012
16506.0,2012
31575.0,2012
7443.0,2012
1692837.0,2012
1676064.0,2012
32254.0,2012
2129.0,2012
34146.0,2012
660699.0,2012
840164.0,2012
335.0,2012
16204.0,2012
14668.0,2012
10909.0,2012
10909.0,2012
1142586.0,2012
13110.0,2012
19630.0,2012
31727.0,2012
14212.0,2012
21072.0,2012
21072.0,2012
14195.0,2012
116351.0,2012
32928.0,2012
7609.0,2012
31946.0,2012
1319.0,2012
31946.0,2012
12645.0,2012
1713614.0,2012
335.0,2012
1713614.0,2012
6438.0,2012
488479.0,2012
29312.0,2012
19713.0,2012
817439.0,2012
19713.0,2012
12170.0,2012
20721.0,2012
33607.0,2012
16141.0,2012
33512.0,2012
33512.0,2012
1731564.0,2012
33512.0,2012
93427.0,2012
818089.0,2012
1476.0,2012
13324.0,2012
465379.0,2012
33516.0,2012
92177.0,2012
33516.0,2012
29774.0,2012
5118.0,2012
20757.0,2012
25995.0,2012
77014.0,2012
24343.0,2012
19193.0,2012
23438.0,2012
27418.0,2012
20517.0,2012
1802.0,2012
5734.0,2012
7915.0,2012
30801.0,2012
25087.0,2012
1287.0,2012
114467.0,2012
24531.0,2012
7352.0,2012
7352.0,2012
12862.0,2012
32128.0,2012
15548.0,2012
9693.0,2012
8660.0,2012
20589.0,2012
8446.0,2012
18384.0,2012
7584.0,2012
1534.0,2012
10535.0,2012
24183.0,2012
20777.0,2012
10622.0,2012
12262.0,2012
3248.0,2012
7422.0,2012
1703.0,2012
15580.0,2012
423374.0,2012
1661731.0,2012
22521.0,2012
1613793.0,2012
1283.0,2012
7204.0,2012
3392.0,2012
20601.0,2012
6738.0,2012
25339.0,2012
25339.0,2012
12370.0,2012
6738.0,2012
32263.0,2012
27403.0,2012
33314.0,2012
25864.0,2012
464094.0,2012
464094.0,2012
464094.0,2012
90107.0,2012
7847.0,2012
32237.0,2012
10036.0,2012
18901.0,2012
55772.0,2012
32105.0,2012
17153.0,2012
21454.0,2012
21454.0,2012
32422.0,2012
335.0,2012
22412.0,2012
2257.0,2012
27538.0,2012
141427.0,2012
22404.0,2012
22404.0,2012
14343.0,2012
5880.0,2012
11430.0,2012
5880.0,2012
24343.0,2012
15093.0,2012
27418.0,2012
22965.0,2012
25377.0,2012
13056.0,2012
15580.0,2012
33830.0,2012
141377.0,2012
6559.0,2012
1002.0,2012
27128.0,2012
138612.0,2012
27128.0,2012
463860.0,2012
1413.0,2012
1413.0,2012
1413.0,2012
14617.0,2012
874057.0,2012
874057.0,2012
71.0,2012
31338.0,2012
11376.0,2012
11376.0,2012
11376.0,2012
11376.0,2012
11376.0,2012
551122.0,2012
1626065.0,2012
19820.0,2012
7293.0,2012
1612080.0,2012
27312.0,2012
6334.0,2012
480535.0,2012
1938.0,2012
480535.0,2012
5557.0,2012
11658.0,2012
21752.0,2012
930405.0,2012
21752.0,2012
865430.0,2012
30616.0,2012
1020658.0,2012
24355.0,2012
1713614.0,2012
1736.0,2012
7936.0,2012
742337.0,2012
33026.0,2012
26081.0,2012
22660.0,2012
22660.0,2012
22660.0,2012
22660.0,2012
22660.0,2012
22660.0,2012
22660.0,2012
6052.0,2012
5867.0,2012
12370.0,2012
6930.0,2012
6930.0,2012
26668.0,2012
1103859.0,2012
25378.0,2012
27786.0,2012
32254.0,2012
31863.0,2012
551122.0,2012
27977.0,2012
1354.0,2012
28653.0,2012
28653.0,2012
23563.0,2012
29193.0,2012
3477.0,2012
3477.0,2012
1731564.0,2012
1731564.0,2012
3477.0,2012
1731564.0,2012
9730.0,2012
1731564.0,2012
3477.0,2012
27549.0,2012
22034.0,2012
3477.0,2012
1731564.0,2012
17478.0,2012
1051740.0,2012
9201.0,2012
27411.0,2012
27411.0,2012
27411.0,2012
11426.0,2012
29817.0,2012
29817.0,2012
27981.0,2012
16626.0,2012
11700.0,2012
18989.0,2012
573.0,2012
10651.0,2012
32144.0,2012
32144.0,2012
32144.0,2012
268946.0,2012
2963.0,2012
29093.0,2012
1661731.0,2012
25578.0,2012
2411.0,2012
12984.0,2012
80987.0,2012
14484.0,2012
20601.0,2012
1552571.0,2012
19181.0,2012
1017.0,2012
20887.0,2012
19758.0,2012
5734.0,2012
19347.0,2012
27663.0,2012
7727.0,2012
1684607.0,2012
5192.0,2012
2029.0,2012
2029.0,2012
1532.0,2012
1532.0,2012
808.0,2012
808.0,2012
808.0,2012
22260.0,2012
21105.0,2012
23131.0,2012
17528.0,2012
66710.0,2012
23131.0,2012
